voyage_id,imo_number,vessel_name,vessel_type,cp_date,laycan_start,laycan_end,actual_load_date,actual_discharge_date,load_port,load_country,load_region,discharge_port,discharge_country,discharge_region,cargo_grade,cargo_qty_mt,charterer,sts_transfer,ballast_origin,laden_days,ballast_days
VYG1598,9598888,Nord Ace,Aframax,2024-08-21,2024-08-25,2024-08-29,2024-08-26,2024-09-06,Bonny,Nigeria,WAF,Rotterdam,Netherlands,NWE,Bonny Light,112228,Vitol Group,N,Singapore,11,11
VYG1599,9598888,Nord Ace,Aframax,2024-09-11,2024-09-13,2024-09-17,2024-09-15,2024-10-11,Bonny,Nigeria,WAF,,,,Forcados,106642,Shell Trading,Y,Rotterdam,26,11
VYG1600,9598888,Nord Ace,Aframax,2024-10-20,2024-10-27,2024-10-31,2024-10-29,2024-11-21,Primorsk,Russia,BS,Trieste,Italy,MED,Urals,111502,TotalEnergies Trading,N,Ulsan,23,8
VYG1601,9598888,Nord Ace,Aframax,2024-11-28,2024-12-04,2024-12-08,2024-12-04,2024-12-23,Sullom Voe,UK,NS,Antwerp,Belgium,NWE,Brent Blend,104747,Glencore Energy,N,Houston,19,6
VYG1602,9598888,Nord Ace,Aframax,2024-12-28,2025-01-02,2025-01-06,2025-01-03,2025-01-29,Sullom Voe,UK,NS,Fos-sur-Mer,France,MED,Brent Blend,104976,Chevron Products,N,Singapore,26,11
VYG1603,9599999,Nord Bay,VLCC,2022-01-01,2022-01-03,2022-01-07,2022-01-03,2022-01-30,Bonny,Nigeria,WAF,Houston,USA,USGC,Forcados,276304,ExxonMobil Oil,N,Antwerp,27,8
VYG1604,9599999,Nord Bay,VLCC,2022-02-08,2022-02-12,2022-02-16,2022-02-12,2022-03-02,Basrah,Iraq,AG,Ulsan,South Korea,FEA,Arab Heavy,285341,Glencore Energy,N,Rotterdam,18,8
VYG1605,9599999,Nord Bay,VLCC,2022-03-07,2022-03-11,2022-03-15,2022-03-13,2022-03-31,Bonny,Nigeria,WAF,Qingdao,China,FEA,Forcados,283362,Shell Trading,N,Rotterdam,18,10
VYG1606,9599999,Nord Bay,VLCC,2022-04-08,2022-04-11,2022-04-15,2022-04-11,2022-04-24,Ruwais,UAE,AG,Antwerp,Belgium,NWE,Arab Light,261440,Gunvor Group,N,Antwerp,13,7
VYG1607,9599999,Nord Bay,VLCC,2022-05-02,2022-05-05,2022-05-09,2022-05-05,2022-05-26,Bonny,Nigeria,WAF,Ningbo,China,FEA,Forcados,269439,Glencore Energy,N,Ulsan,21,8
VYG1608,9599999,Nord Bay,VLCC,2022-06-01,2022-06-07,2022-06-11,2022-06-07,2022-06-18,Ras Tanura,Saudi Arabia,AG,Qingdao,China,FEA,Basrah Light,278446,Glencore Energy,N,Houston,11,8
VYG1609,9599999,Nord Bay,VLCC,2022-06-27,2022-06-29,2022-07-03,2022-06-29,2022-07-25,Ruwais,UAE,AG,Antwerp,Belgium,NWE,Basrah Light,284074,Saudi Aramco Trading,N,Houston,26,10
VYG1610,9599999,Nord Bay,VLCC,2022-07-31,2022-08-04,2022-08-08,2022-08-06,2022-08-19,Ruwais,UAE,AG,Antwerp,Belgium,NWE,Iranian Heavy,276121,BP Oil International,N,Antwerp,13,5
VYG1611,9599999,Nord Bay,VLCC,2022-08-28,2022-08-30,2022-09-03,2022-09-01,2022-09-15,Basrah,Iraq,AG,Houston,USA,USGC,Arab Heavy,286230,Litasco,N,Rotterdam,14,4
VYG1612,9599999,Nord Bay,VLCC,2022-09-19,2022-09-24,2022-09-28,2022-09-26,2022-10-14,Ras Tanura,Saudi Arabia,AG,Singapore,Singapore,SEA,Arab Heavy,282103,Mercuria Energy,N,Singapore,18,10
VYG1613,9599999,Nord Bay,VLCC,2022-10-21,2022-10-27,2022-10-31,2022-10-28,2022-11-17,Escravos,Nigeria,WAF,Ulsan,South Korea,FEA,Forcados,288657,Gunvor Group,N,Rotterdam,20,8
VYG1614,9599999,Nord Bay,VLCC,2022-11-21,2022-11-26,2022-11-30,2022-11-26,2022-12-06,Ras Tanura,Saudi Arabia,AG,Rotterdam,Netherlands,NWE,Basrah Light,274584,Equinor Trading,N,Ulsan,10,4
VYG1615,9599999,Nord Bay,VLCC,2022-12-10,2022-12-16,2022-12-20,2022-12-16,2023-01-11,Basrah,Iraq,AG,Rotterdam,Netherlands,NWE,Arab Heavy,266164,BP Oil International,N,Singapore,26,6
VYG1616,9599999,Nord Bay,VLCC,2023-01-19,2023-01-22,2023-01-26,2023-01-24,2023-02-06,Ruwais,UAE,AG,Ulsan,South Korea,FEA,Iranian Heavy,271895,BP Oil International,N,Rotterdam,13,4
VYG1617,9599999,Nord Bay,VLCC,2023-02-13,2023-02-18,2023-02-22,2023-02-19,2023-03-11,Ras Tanura,Saudi Arabia,AG,Singapore,Singapore,SEA,Arab Light,265376,Chevron Products,N,Antwerp,20,7
VYG1618,9599999,Nord Bay,VLCC,2023-03-15,2023-03-21,2023-03-25,2023-03-21,2023-04-01,Basrah,Iraq,AG,Houston,USA,USGC,Iranian Heavy,267794,Shell Trading,N,Ulsan,11,9
VYG1619,9599999,Nord Bay,VLCC,2023-04-09,2023-04-15,2023-04-19,2023-04-15,2023-05-08,Ruwais,UAE,AG,Ulsan,South Korea,FEA,Arab Light,289128,Litasco,N,Antwerp,23,7
VYG1620,9599999,Nord Bay,VLCC,2023-05-14,2023-05-19,2023-05-23,2023-05-21,2023-06-14,Kharg Island,Iran,AG,Ningbo,China,FEA,Arab Heavy,290716,ExxonMobil Oil,N,Houston,24,4
VYG1621,9599999,Nord Bay,VLCC,2023-06-22,2023-06-29,2023-07-03,2023-06-29,2023-07-20,Kharg Island,Iran,AG,Antwerp,Belgium,NWE,Basrah Light,271852,Trafigura,N,Ulsan,21,8
VYG1622,9599999,Nord Bay,VLCC,2023-07-28,2023-08-03,2023-08-07,2023-08-05,2023-08-21,Ruwais,UAE,AG,Antwerp,Belgium,NWE,Arab Light,263180,TotalEnergies Trading,N,Houston,16,11
VYG1623,9599999,Nord Bay,VLCC,2023-08-27,2023-09-01,2023-09-05,2023-09-02,2023-09-14,Basrah,Iraq,AG,Ulsan,South Korea,FEA,Basrah Light,271124,Equinor Trading,N,Rotterdam,12,8
VYG1624,9599999,Nord Bay,VLCC,2023-09-22,2023-09-28,2023-10-02,2023-09-28,2023-10-26,Basrah,Iraq,AG,,,,Arab Heavy,287295,Litasco,Y,Houston,28,5
VYG1625,9599999,Nord Bay,VLCC,2023-10-31,2023-11-06,2023-11-10,2023-11-07,2023-11-17,Bonny,Nigeria,WAF,,,,Bonny Light,277952,Equinor Trading,Y,Rotterdam,10,8
VYG1626,9599999,Nord Bay,VLCC,2023-11-22,2023-11-28,2023-12-02,2023-11-29,2023-12-14,Kharg Island,Iran,AG,Singapore,Singapore,SEA,Arab Light,269907,Mercuria Energy,N,Ulsan,15,7
VYG1627,9599999,Nord Bay,VLCC,2023-12-22,2023-12-28,2024-01-01,2023-12-29,2024-01-09,Bonny,Nigeria,WAF,Ulsan,South Korea,FEA,Forcados,290488,Equinor Trading,N,Ulsan,11,11
VYG1628,9599999,Nord Bay,VLCC,2024-01-17,2024-01-19,2024-01-23,2024-01-20,2024-02-03,Ruwais,UAE,AG,Houston,USA,USGC,Arab Heavy,283229,Trafigura,N,Ulsan,14,5
VYG1629,9599999,Nord Bay,VLCC,2024-02-07,2024-02-10,2024-02-14,2024-02-12,2024-03-02,Bonny,Nigeria,WAF,Qingdao,China,FEA,Bonny Light,285904,Equinor Trading,N,Ulsan,19,10
VYG1630,9599999,Nord Bay,VLCC,2024-03-10,2024-03-14,2024-03-18,2024-03-15,2024-04-13,Kharg Island,Iran,AG,Ulsan,South Korea,FEA,Basrah Light,272399,Trafigura,N,Houston,29,9
VYG1631,9599999,Nord Bay,VLCC,2024-04-20,2024-04-22,2024-04-26,2024-04-22,2024-05-17,Bonny,Nigeria,WAF,Houston,USA,USGC,Bonny Light,274375,Gunvor Group,N,Houston,25,10
VYG1632,9599999,Nord Bay,VLCC,2024-05-22,2024-05-28,2024-06-01,2024-05-28,2024-06-14,Basrah,Iraq,AG,Houston,USA,USGC,Iranian Heavy,263267,Gunvor Group,N,Rotterdam,17,8
VYG1633,9599999,Nord Bay,VLCC,2024-06-18,2024-06-24,2024-06-28,2024-06-26,2024-07-13,Bonny,Nigeria,WAF,Antwerp,Belgium,NWE,Bonny Light,274170,ExxonMobil Oil,N,Antwerp,17,6
VYG1634,9599999,Nord Bay,VLCC,2024-07-21,2024-07-25,2024-07-29,2024-07-25,2024-08-14,Ras Tanura,Saudi Arabia,AG,Qingdao,China,FEA,Iranian Heavy,280987,Litasco,N,Singapore,20,10
VYG1635,9599999,Nord Bay,VLCC,2024-08-23,2024-08-27,2024-08-31,2024-08-27,2024-09-20,Ruwais,UAE,AG,Houston,USA,USGC,Basrah Light,273668,Freepoint Commodities,N,Rotterdam,24,9
VYG1636,9599999,Nord Bay,VLCC,2024-09-27,2024-09-30,2024-10-04,2024-09-30,2024-10-20,Ruwais,UAE,AG,Qingdao,China,FEA,Iranian Heavy,265038,TotalEnergies Trading,N,Ulsan,20,4
VYG1637,9599999,Nord Bay,VLCC,2024-10-29,2024-11-02,2024-11-06,2024-11-03,2024-11-24,Kharg Island,Iran,AG,Singapore,Singapore,SEA,Arab Heavy,262435,Litasco,N,Houston,21,10
VYG1638,9599999,Nord Bay,VLCC,2024-12-01,2024-12-08,2024-12-12,2024-12-09,2024-12-19,Ruwais,UAE,AG,Rotterdam,Netherlands,NWE,Iranian Heavy,264879,Chevron Products,N,Houston,10,4
VYG1639,9599999,Nord Bay,VLCC,2024-12-28,2024-12-31,2025-01-04,2024-12-31,2025-01-15,Bonny,Nigeria,WAF,Ulsan,South Korea,FEA,Forcados,277072,Saudi Aramco Trading,N,Rotterdam,15,8
VYG1640,9600000,Nord Vale,Suezmax,2022-01-01,2022-01-03,2022-01-07,2022-01-03,2022-01-16,Basrah,Iraq,AG,Fos-sur-Mer,France,MED,Arab Light,146978,BP Oil International,N,Singapore,13,4
VYG1641,9600000,Nord Vale,Suezmax,2022-01-22,2022-01-27,2022-01-31,2022-01-27,2022-02-10,Ras Tanura,Saudi Arabia,AG,,,,Basrah Light,156836,TotalEnergies Trading,Y,Antwerp,14,7
VYG1642,9600000,Nord Vale,Suezmax,2022-02-14,2022-02-20,2022-02-24,2022-02-20,2022-03-05,Bonny,Nigeria,WAF,Trieste,Italy,MED,Forcados,151624,Glencore Energy,N,Ulsan,13,5
VYG1643,9600000,Nord Vale,Suezmax,2022-03-12,2022-03-17,2022-03-21,2022-03-18,2022-04-16,Basrah,Iraq,AG,Augusta,Italy,MED,Arab Light,157369,Shell Trading,N,Rotterdam,29,7
VYG1644,9600000,Nord Vale,Suezmax,2022-04-21,2022-04-28,2022-05-02,2022-04-29,2022-05-20,Djeno,Congo,WAF,Antwerp,Belgium,NWE,Bonny Light,156673,Equinor Trading,N,Ulsan,21,7
VYG1645,9600000,Nord Vale,Suezmax,2022-05-25,2022-05-27,2022-05-31,2022-05-28,2022-06-26,Sullom Voe,UK,NS,Augusta,Italy,MED,Brent Blend,152125,Gunvor Group,N,Rotterdam,29,6
VYG1646,9600000,Nord Vale,Suezmax,2022-07-05,2022-07-10,2022-07-14,2022-07-10,2022-07-28,Sullom Voe,UK,NS,Rotterdam,Netherlands,NWE,Brent Blend,153020,Mercuria Energy,N,Rotterdam,18,11
VYG1647,9600000,Nord Vale,Suezmax,2022-08-06,2022-08-08,2022-08-12,2022-08-09,2022-08-29,Bonny,Nigeria,WAF,Qingdao,China,FEA,Bonny Light,149025,Gunvor Group,N,Ulsan,20,6
VYG1648,9600000,Nord Vale,Suezmax,2022-09-02,2022-09-08,2022-09-12,2022-09-08,2022-09-23,Djeno,Congo,WAF,,,,Bonny Light,153092,Saudi Aramco Trading,Y,Houston,15,10
VYG1649,9600000,Nord Vale,Suezmax,2022-10-01,2022-10-08,2022-10-12,2022-10-09,2022-10-19,Djeno,Congo,WAF,Augusta,Italy,MED,Bonny Light,152533,Equinor Trading,N,Houston,10,8
VYG1650,9600000,Nord Vale,Suezmax,2022-10-23,2022-10-26,2022-10-30,2022-10-27,2022-11-11,Djeno,Congo,WAF,Rotterdam,Netherlands,NWE,Forcados,147559,Shell Trading,N,Rotterdam,15,9
VYG1651,9600000,Nord Vale,Suezmax,2022-11-17,2022-11-23,2022-11-27,2022-11-24,2022-12-15,Bonny,Nigeria,WAF,Qingdao,China,FEA,Forcados,150746,ExxonMobil Oil,N,Rotterdam,21,9
VYG1652,9600000,Nord Vale,Suezmax,2022-12-24,2022-12-31,2023-01-04,2023-01-02,2023-01-27,Ras Tanura,Saudi Arabia,AG,Qingdao,China,FEA,Arab Heavy,143062,Castleton Commodities,N,Singapore,25,7
VYG1653,9600000,Nord Vale,Suezmax,2023-02-05,2023-02-08,2023-02-12,2023-02-09,2023-02-19,Mongstad,Norway,NS,Antwerp,Belgium,NWE,Brent Blend,145261,Gunvor Group,N,Antwerp,10,5
VYG1654,9600000,Nord Vale,Suezmax,2023-02-27,2023-03-06,2023-03-10,2023-03-06,2023-03-29,Sullom Voe,UK,NS,Augusta,Italy,MED,Brent Blend,146902,Glencore Energy,N,Houston,23,6
VYG1655,9600000,Nord Vale,Suezmax,2023-04-05,2023-04-11,2023-04-15,2023-04-11,2023-05-10,Ras Tanura,Saudi Arabia,AG,Antwerp,Belgium,NWE,Arab Heavy,144152,ExxonMobil Oil,N,Houston,29,4
VYG1656,9600000,Nord Vale,Suezmax,2023-05-18,2023-05-21,2023-05-25,2023-05-21,2023-06-09,Sullom Voe,UK,NS,Rotterdam,Netherlands,NWE,Brent Blend,147095,Equinor Trading,N,Antwerp,19,11
VYG1657,9600000,Nord Vale,Suezmax,2023-06-17,2023-06-19,2023-06-23,2023-06-20,2023-06-30,Sullom Voe,UK,NS,Augusta,Italy,MED,Brent Blend,156395,Litasco,N,Singapore,10,5
VYG1658,9600000,Nord Vale,Suezmax,2023-07-08,2023-07-13,2023-07-17,2023-07-15,2023-08-12,Escravos,Nigeria,WAF,Fos-sur-Mer,France,MED,Bonny Light,145820,Chevron Products,N,Rotterdam,28,4
VYG1659,9600000,Nord Vale,Suezmax,2023-08-21,2023-08-26,2023-08-30,2023-08-27,2023-09-12,Basrah,Iraq,AG,Qingdao,China,FEA,Arab Heavy,150918,Gunvor Group,N,Ulsan,16,11
VYG1660,9600000,Nord Vale,Suezmax,2023-09-17,2023-09-20,2023-09-24,2023-09-21,2023-10-04,Escravos,Nigeria,WAF,Augusta,Italy,MED,Bonny Light,156662,Trafigura,N,Houston,13,9
VYG1661,9600000,Nord Vale,Suezmax,2023-10-13,2023-10-18,2023-10-22,2023-10-19,2023-11-14,Mongstad,Norway,NS,Ulsan,South Korea,FEA,Brent Blend,153111,Chevron Products,N,Houston,26,5
VYG1662,9600000,Nord Vale,Suezmax,2023-11-22,2023-11-27,2023-12-01,2023-11-29,2023-12-12,Mongstad,Norway,NS,Augusta,Italy,MED,Brent Blend,143282,Gunvor Group,N,Ulsan,13,8
VYG1663,9600000,Nord Vale,Suezmax,2023-12-20,2023-12-25,2023-12-29,2023-12-25,2024-01-05,Basrah,Iraq,AG,Augusta,Italy,MED,Arab Heavy,142657,Freepoint Commodities,N,Ulsan,11,11
VYG1664,9600000,Nord Vale,Suezmax,2024-01-12,2024-01-19,2024-01-23,2024-01-19,2024-02-02,Mongstad,Norway,NS,Trieste,Italy,MED,Brent Blend,154912,ExxonMobil Oil,N,Singapore,14,8
VYG1665,9600000,Nord Vale,Suezmax,2024-02-06,2024-02-09,2024-02-13,2024-02-11,2024-03-02,Djeno,Congo,WAF,Rotterdam,Netherlands,NWE,Bonny Light,149293,Trafigura,N,Rotterdam,20,10
VYG1666,9600000,Nord Vale,Suezmax,2024-03-09,2024-03-11,2024-03-15,2024-03-11,2024-04-07,Escravos,Nigeria,WAF,Fos-sur-Mer,France,MED,Bonny Light,155030,Saudi Aramco Trading,N,Houston,27,11
VYG1667,9600000,Nord Vale,Suezmax,2024-04-14,2024-04-19,2024-04-23,2024-04-20,2024-05-04,Sullom Voe,UK,NS,Trieste,Italy,MED,Brent Blend,143040,Chevron Products,N,Houston,14,7
VYG1668,9600000,Nord Vale,Suezmax,2024-05-12,2024-05-17,2024-05-21,2024-05-18,2024-06-07,Sullom Voe,UK,NS,Antwerp,Belgium,NWE,Brent Blend,153768,ExxonMobil Oil,N,Antwerp,20,4
VYG1669,9600000,Nord Vale,Suezmax,2024-06-12,2024-06-15,2024-06-19,2024-06-15,2024-07-12,Ras Tanura,Saudi Arabia,AG,Ulsan,South Korea,FEA,Arab Heavy,152920,Saudi Aramco Trading,N,Singapore,27,8
VYG1670,9600000,Nord Vale,Suezmax,2024-07-17,2024-07-24,2024-07-28,2024-07-26,2024-08-20,Sullom Voe,UK,NS,Fos-sur-Mer,France,MED,Brent Blend,146931,TotalEnergies Trading,N,Ulsan,25,11
VYG1671,9600000,Nord Vale,Suezmax,2024-08-26,2024-08-29,2024-09-02,2024-08-30,2024-09-16,Basrah,Iraq,AG,Augusta,Italy,MED,Arab Light,149315,Freepoint Commodities,N,Ulsan,17,4
VYG1672,9600000,Nord Vale,Suezmax,2024-09-23,2024-09-26,2024-09-30,2024-09-26,2024-10-14,Bonny,Nigeria,WAF,Augusta,Italy,MED,Bonny Light,155520,Vitol Group,N,Houston,18,5
VYG1673,9600000,Nord Vale,Suezmax,2024-10-18,2024-10-23,2024-10-27,2024-10-24,2024-11-10,Mongstad,Norway,NS,Trieste,Italy,MED,Brent Blend,142717,Mercuria Energy,N,Houston,17,6
VYG1674,9600000,Nord Vale,Suezmax,2024-11-15,2024-11-19,2024-11-23,2024-11-19,2024-12-01,Sullom Voe,UK,NS,Ulsan,South Korea,FEA,Brent Blend,151626,Equinor Trading,N,Singapore,12,11
VYG1675,9600000,Nord Vale,Suezmax,2024-12-10,2024-12-12,2024-12-16,2024-12-12,2024-12-25,Bonny,Nigeria,WAF,Trieste,Italy,MED,Bonny Light,147793,Glencore Energy,N,Singapore,13,5
VYG1676,9601111,Nord Fox,Aframax,2022-01-01,2022-01-07,2022-01-11,2022-01-09,2022-01-27,Primorsk,Russia,BS,Rotterdam,Netherlands,NWE,Urals,110950,Vitol Group,N,Antwerp,18,7
VYG1677,9601111,Nord Fox,Aframax,2022-02-01,2022-02-05,2022-02-09,2022-02-05,2022-02-27,Primorsk,Russia,BS,Antwerp,Belgium,NWE,Urals,102702,Chevron Products,N,Houston,22,5
VYG1678,9601111,Nord Fox,Aframax,2022-03-08,2022-03-12,2022-03-16,2022-03-12,2022-04-07,Bonny,Nigeria,WAF,Trieste,Italy,MED,Bonny Light,106855,Chevron Products,N,Rotterdam,26,9
VYG1679,9601111,Nord Fox,Aframax,2022-04-16,2022-04-20,2022-04-24,2022-04-21,2022-05-13,Primorsk,Russia,BS,Trieste,Italy,MED,Urals,102326,Saudi Aramco Trading,N,Rotterdam,22,8
VYG1680,9601111,Nord Fox,Aframax,2022-05-18,2022-05-21,2022-05-25,2022-05-22,2022-06-17,Novorossiysk,Russia,BS,Trieste,Italy,MED,Urals,109899,Mercuria Energy,N,Rotterdam,26,7
VYG1681,9601111,Nord Fox,Aframax,2022-06-22,2022-06-26,2022-06-30,2022-06-26,2022-07-14,Mongstad,Norway,NS,Fos-sur-Mer,France,MED,Brent Blend,101945,Equinor Trading,N,Ulsan,18,5
VYG1682,9601111,Nord Fox,Aframax,2022-07-22,2022-07-24,2022-07-28,2022-07-25,2022-08-10,Primorsk,Russia,BS,Rotterdam,Netherlands,NWE,Urals,109138,Freepoint Commodities,N,Rotterdam,16,4
VYG1683,9601111,Nord Fox,Aframax,2022-08-17,2022-08-23,2022-08-27,2022-08-23,2022-09-19,Mongstad,Norway,NS,Antwerp,Belgium,NWE,Brent Blend,103710,Freepoint Commodities,N,Antwerp,27,4
VYG1684,9601111,Nord Fox,Aframax,2022-09-26,2022-09-28,2022-10-02,2022-09-29,2022-10-24,Novorossiysk,Russia,BS,Antwerp,Belgium,NWE,Urals,101172,Glencore Energy,N,Singapore,25,6
VYG1685,9601111,Nord Fox,Aframax,2022-10-29,2022-11-03,2022-11-07,2022-11-03,2022-11-28,Mongstad,Norway,NS,Rotterdam,Netherlands,NWE,Brent Blend,103469,Saudi Aramco Trading,N,Ulsan,25,11
VYG1686,9601111,Nord Fox,Aframax,2022-12-03,2022-12-07,2022-12-11,2022-12-08,2023-01-01,Bonny,Nigeria,WAF,Trieste,Italy,MED,Bonny Light,109809,Gunvor Group,N,Ulsan,24,8
VYG1687,9601111,Nord Fox,Aframax,2023-01-06,2023-01-13,2023-01-17,2023-01-13,2023-02-09,Primorsk,Russia,BS,Trieste,Italy,MED,Urals,105163,Freepoint Commodities,N,Antwerp,27,11
VYG1688,9601111,Nord Fox,Aframax,2023-02-13,2023-02-16,2023-02-20,2023-02-16,2023-03-04,Sullom Voe,UK,NS,Antwerp,Belgium,NWE,Brent Blend,101808,Castleton Commodities,N,Rotterdam,16,7
VYG1689,9601111,Nord Fox,Aframax,2023-03-13,2023-03-20,2023-03-24,2023-03-20,2023-04-02,Primorsk,Russia,BS,Corpus Christi,USA,USGC,Urals,108515,Litasco,N,Singapore,13,6
VYG1690,9601111,Nord Fox,Aframax,2023-04-09,2023-04-11,2023-04-15,2023-04-13,2023-05-04,Mongstad,Norway,NS,Antwerp,Belgium,NWE,Brent Blend,101998,Freepoint Commodities,N,Singapore,21,6
VYG1691,9601111,Nord Fox,Aframax,2023-05-08,2023-05-15,2023-05-19,2023-05-15,2023-05-31,Novorossiysk,Russia,BS,Augusta,Italy,MED,Urals,107951,Chevron Products,N,Ulsan,16,8
VYG1692,9601111,Nord Fox,Aframax,2023-06-07,2023-06-09,2023-06-13,2023-06-10,2023-06-29,Novorossiysk,Russia,BS,Augusta,Italy,MED,Urals,107522,BP Oil International,N,Rotterdam,19,9
VYG1693,9601111,Nord Fox,Aframax,2023-07-07,2023-07-10,2023-07-14,2023-07-12,2023-07-27,Novorossiysk,Russia,BS,Trieste,Italy,MED,Urals,103652,Litasco,N,Ulsan,15,10
VYG1694,9601111,Nord Fox,Aframax,2023-08-01,2023-08-07,2023-08-11,2023-08-08,2023-08-19,Novorossiysk,Russia,BS,Augusta,Italy,MED,Urals,106028,Chevron Products,N,Rotterdam,11,5
VYG1695,9601111,Nord Fox,Aframax,2023-08-24,2023-08-26,2023-08-30,2023-08-27,2023-09-19,Sullom Voe,UK,NS,Corpus Christi,USA,USGC,Brent Blend,104724,ExxonMobil Oil,N,Ulsan,23,5
VYG1696,9601111,Nord Fox,Aframax,2023-09-28,2023-10-03,2023-10-07,2023-10-03,2023-10-26,Sullom Voe,UK,NS,Trieste,Italy,MED,Brent Blend,108517,Vitol Group,N,Houston,23,4
VYG1697,9601111,Nord Fox,Aframax,2023-11-02,2023-11-09,2023-11-13,2023-11-10,2023-11-21,Mongstad,Norway,NS,Augusta,Italy,MED,Brent Blend,104153,Gunvor Group,N,Ulsan,11,4
VYG1698,9601111,Nord Fox,Aframax,2023-11-26,2023-12-01,2023-12-05,2023-12-01,2023-12-20,Primorsk,Russia,BS,Trieste,Italy,MED,Urals,109266,Chevron Products,N,Houston,19,11
VYG1699,9601111,Nord Fox,Aframax,2023-12-26,2023-12-31,2024-01-04,2023-12-31,2024-01-24,Primorsk,Russia,BS,Corpus Christi,USA,USGC,Urals,109623,Shell Trading,N,Rotterdam,24,6
VYG1700,9601111,Nord Fox,Aframax,2024-01-29,2024-02-02,2024-02-06,2024-02-02,2024-02-15,Novorossiysk,Russia,BS,Rotterdam,Netherlands,NWE,Urals,101284,Castleton Commodities,N,Singapore,13,8
VYG1701,9601111,Nord Fox,Aframax,2024-02-21,2024-02-24,2024-02-28,2024-02-25,2024-03-12,Novorossiysk,Russia,BS,Augusta,Italy,MED,Urals,100525,Mercuria Energy,N,Singapore,16,10
VYG1702,9601111,Nord Fox,Aframax,2024-03-21,2024-03-25,2024-03-29,2024-03-25,2024-04-19,Mongstad,Norway,NS,Corpus Christi,USA,USGC,Brent Blend,101498,TotalEnergies Trading,N,Ulsan,25,11
VYG1703,9601111,Nord Fox,Aframax,2024-04-23,2024-04-29,2024-05-03,2024-04-29,2024-05-21,Sullom Voe,UK,NS,Corpus Christi,USA,USGC,Brent Blend,100971,Trafigura,N,Rotterdam,22,4
VYG1704,9601111,Nord Fox,Aframax,2024-05-26,2024-05-31,2024-06-04,2024-05-31,2024-06-26,Primorsk,Russia,BS,Corpus Christi,USA,USGC,Urals,107507,Shell Trading,N,Houston,26,8
VYG1705,9601111,Nord Fox,Aframax,2024-07-01,2024-07-07,2024-07-11,2024-07-08,2024-08-06,Primorsk,Russia,BS,Corpus Christi,USA,USGC,Urals,100336,Mercuria Energy,N,Rotterdam,29,5
VYG1706,9601111,Nord Fox,Aframax,2024-08-15,2024-08-21,2024-08-25,2024-08-22,2024-09-14,Sullom Voe,UK,NS,Rotterdam,Netherlands,NWE,Brent Blend,110515,Equinor Trading,N,Rotterdam,23,4
VYG1707,9601111,Nord Fox,Aframax,2024-09-22,2024-09-25,2024-09-29,2024-09-27,2024-10-16,Mongstad,Norway,NS,Trieste,Italy,MED,Brent Blend,100534,Saudi Aramco Trading,N,Houston,19,11
VYG1708,9601111,Nord Fox,Aframax,2024-10-20,2024-10-27,2024-10-31,2024-10-29,2024-11-10,Sullom Voe,UK,NS,Rotterdam,Netherlands,NWE,Brent Blend,103152,Freepoint Commodities,N,Rotterdam,12,10
VYG1709,9601111,Nord Fox,Aframax,2024-11-15,2024-11-18,2024-11-22,2024-11-19,2024-11-29,Novorossiysk,Russia,BS,Corpus Christi,USA,USGC,Urals,107824,Equinor Trading,N,Rotterdam,10,5
VYG1710,9601111,Nord Fox,Aframax,2024-12-06,2024-12-12,2024-12-16,2024-12-13,2024-12-28,Mongstad,Norway,NS,Augusta,Italy,MED,Brent Blend,101631,Litasco,N,Rotterdam,15,8
